t_s,wall_surface_F
0.0,89.67762024238189
0.1,270.75639525590196
0.2,343.28147658808246
0.3,396.3609141797024
0.4,439.4930392849447
0.5,476.33793350653525
0.6,508.7625374052489
0.7000000000000001,537.8699512155836
0.8,564.375134364342
0.9,588.7721575413291
1.0,611.4189560256985
1.1,632.5844292976351
1.2,652.4765003169499
1.3,671.2597687967045
1.4000000000000001,689.0671184871051
1.5,706.0076326347868
1.6,722.1721595522738
1.7,737.6373284123061
1.8,752.4685109519224
1.9000000000000001,766.7220466471617
2.0,780.4469410085861
2.1,793.6861792297675
2.2,806.4777540972019
2.3000000000000003,818.8554784861687
2.4,830.8496334350729
2.5,842.4874894053289
2.6,853.793728867734
2.7,864.7907915288409
2.8000000000000003,875.4991585023014
2.9,885.9375880036325
3.0,896.1233123368936
3.1,906.0722038045515
3.2,915.7989155308074
3.3000000000000003,925.3170019203792
3.4,934.6390224900657
3.5,943.7766320421327
3.6,952.7406595458609
3.7,961.541177621713
3.8000000000000003,970.1875641490872
3.9,978.6885572255853
4.0,987.0523044717551
4.1,995.2864074913629
4.2,1003.3979621496543
4.3,1011.3935952156608
4.4,1019.2794978199103
4.5,1027.0614561045218
4.6000000000000005,1034.7448793817086
4.7,1042.3348260679522
4.8,1049.8360276214912
4.9,1057.2529106781453
5.0,1064.589617554448
