t_s,wall_surface_F
0.0,122.52882241046953
0.1,700.4942495227795
0.2,1010.5079131342776
0.3,1273.1694670698434
0.4,1498.1874230571027
0.5,1692.5418754978982
0.6,1861.5111890557375
0.7000000000000001,2009.1917746915774
0.8,2138.8307603017697
0.9,2253.047482303986
1.0,2353.9859551092677
1.1,2443.422877223265
1.2,2522.846060344238
1.3,2593.512625100019
1.4000000000000001,2656.4930107474825
1.5,2712.704820202358
1.6,2762.939239600163
1.7,2807.881938717668
1.8,2848.129804736691
1.9000000000000001,2884.204485719515
2.0,2916.5634598136885
2.1,2945.609162891037
2.2,2971.696576173554
2.3000000000000003,2995.1395801942817
2.4,3016.2163114411387
2.5,3035.173705935874
2.6,3052.23137471239
2.7,3067.584926369026
2.8000000000000003,3081.408828854339
2.9,3093.8588849110656
3.0,3105.07438166421
3.1,3115.1799638950224
3.2,3124.2872717998844
3.3000000000000003,3132.496377080177
3.4,3139.8970456016514
3.5,3146.569850284861
3.6,3152.58715419349
3.7,3158.0139807127102
3.8000000000000003,3162.908785230824
3.9,3167.324140614122
4.0,3171.3073470450095
4.1,3174.900975297665
4.2,3178.1433513699412
4.3,3181.068989259782
4.4,3183.7089778512523
4.5,3186.0913270985798
4.6000000000000005,3188.2412780571162
4.7,3190.1815807478074
4.8,3191.9327433660765
4.9,3193.5132559424965
5.0,3194.9397911703422
