t_s,wall_surface_F
0.0,116.01399354726321
0.1,609.857159492178
0.2,873.4893400805946
0.3,1096.1160422220055
0.4,1286.2020323589727
0.5,1449.8340262136987
0.6,1591.6124735867975
0.7000000000000001,1715.1052672459136
0.8,1823.1382409012153
0.9,1917.9886473012193
1.0,2001.5183851274874
1.1,2075.2684014247743
1.2,2140.5272611796668
1.3,2198.3820403997843
1.4000000000000001,2249.7568228045866
1.5,2295.4423119564394
1.6,2336.1189514109024
1.7,2372.375218260842
1.8,2404.7222717979657
1.9000000000000001,2433.6058105383368
2.0,2459.41576344234
2.1,2482.494281031362
2.2,2503.1423775155636
2.3000000000000003,2521.625491872911
2.4,2538.1781746723314
2.5,2553.0080618572338
2.6,2566.2992624445524
2.7,2578.2152609799523
2.8000000000000003,2588.9014155245372
2.9,2598.487116416898
3.0,2607.0876588849305
3.1,2614.805872961245
3.2,2621.7335465670603
3.3000000000000003,2627.9526714941176
3.4,2633.5365371159633
3.5,2638.550692653544
3.6,2643.053795582362
3.7,2647.0983610509943
3.8000000000000003,2650.7314250214376
3.9,2653.9951319652964
4.0,2656.927256433972
4.1,2659.561666537256
4.2,2661.9287362660334
4.3,2664.05571268629
4.4,2665.9670432566195
4.5,2667.6846678456504
4.6000000000000005,2669.228279447519
4.7,2670.6155571147638
4.8,2671.8623742046975
4.9,2672.9829846483235
5.0,2673.990189652807
