t_s,wall_surface_F
0.0,113.00064921476431
0.0335,364.8959168805678
0.067,469.1169644970918
0.1005,557.9253561872256
0.134,640.1115106868122
0.1675,717.0390248048807
0.201,789.2403246009407
0.23450000000000001,857.1144888706807
0.268,921.0077445823966
0.3015,981.2276747165779
0.335,1038.049397810985
0.3685,1091.7200933029137
0.402,1142.462708592642
0.4355,1190.479059998143
0.46900000000000003,1235.9524469780304
0.5025000000000001,1279.04986892234
0.536,1319.923915051058
0.5695,1358.7143838183401
0.603,1395.5496772476765
0.6365000000000001,1430.5480069812988
0.67,1463.8184420121274
0.7035,1495.461822639821
0.737,1525.5715608612643
0.7705,1554.234343917692
0.804,1581.5307549081128
0.8375,1607.5358220891094
0.871,1632.319506614233
0.9045,1655.9471369377884
0.9380000000000001,1678.4797968430619
0.9715,1699.9746730027832
1.0050000000000001,1720.4853671284004
1.0385,1740.0621770175603
1.072,1758.7523502192066
1.1055,1776.600313511569
1.139,1793.6478809603382
1.1725,1809.934442962262
1.206,1825.4971383542318
1.2395,1840.3710114212886
1.2730000000000001,1854.58915538994
1.3065,1868.182843811101
1.34,1881.1816510600188
1.3735,1893.6135630435158
1.407,1905.5050790662324
1.4405000000000001,1916.8813057138268
1.474,1927.7660435018493
1.5075,1938.1818669632753
1.541,1948.150198775361
1.5745,1957.691378455524
1.608,1966.8247261114416
1.6415,1975.5686016696666
1.675,1983.9404599682543
1.7085000000000001,1991.956902064386
1.742,1999.6337230672802
1.7755,2006.9859567784376
1.809,2014.027917395409
1.8425,2020.7732385136528
1.8760000000000001,2027.2349096276903
1.9095,2033.425310337291
1.943,2039.356242415679
1.9765000000000001,2045.0389599106438
2.0100000000000002,2050.4841974182154
2.0435,2055.7021966582834
2.077,2060.702731479915
2.1105,2065.495131397903
2.144,2070.0883037729036
2.1775,2074.4907547185926
2.211,2078.710608824576
2.2445,2082.7556277788535
2.278,2086.633227953731
2.3115,2090.3504970318763
2.345,2093.9142097235153
2.3785,2097.330842644218
2.412,2100.6065883948518
2.4455,2103.747368901505
2.479,2106.758848054894
2.5125,2109.6464436960973
2.5460000000000003,2112.415338984401
2.5795,2115.070493183709
2.613,2117.616651905412
2.6465,2120.0583568364254
2.68,2122.3999549802056
2.7135000000000002,2124.645607441589
2.747,2126.7992977808067
2.7805,2128.8648399566714
2.814,2130.845885888071
2.8475,2132.7459326505127
2.8810000000000002,2134.5683293252055
2.9145,2136.3162835263784
2.948,2137.9928676158193
2.9815,2139.6010246272594
3.015,2141.1435739148183
3.0485,2142.623216534236
3.082,2144.0425403794043
3.1155,2145.4040250809444
3.149,2146.7100466793663
3.1825,2147.9628820834905
3.216,2149.164713330661
3.2495000000000003,2150.3176316504014
3.283,2151.42364134696
3.3165,2152.4846635071617
3.35,2153.5025395408484
3.3835,2154.479034568751
3.4170000000000003,2155.4158406517936
3.4505,2156.314579887462
3.484,2157.17680736276
3.5175,2158.0040139777557
3.551,2158.7976291490168
3.5845000000000002,2159.5590233944104
3.618,2160.2895108023863
3.6515,2160.99035139656
3.685,2161.662753399756
3.7185,2162.307875395095
3.7520000000000002,2162.9268283993238
3.7855,2163.520677843894
3.819,2164.090445472314
3.8525,2164.637111156363
3.886,2165.1616146346023
3.9195,2165.6648571770725
3.9530000000000003,2166.147703179717
3.9865,2166.610981690866
4.0200000000000005,2167.0554878715893
4.0535,2167.481984395931
4.087,2167.8912027949073
4.1205,2168.283844737686
4.154,2168.6605832626237
4.1875,2169.0220639577033
4.221,2169.368906088817
4.2545,2169.701703682556
4.288,2170.021026563424
4.3215,2170.3274213475333
4.355,2170.6214123935997
4.3885000000000005,2170.903502718479
4.422,2171.1741748694794
4.4555,2171.433891763659
4.489,2171.683097490327
4.5225,2171.9222180849038
4.556,2172.151662263481
4.5895,2172.3718221324552
4.623,2172.583073866051
4.6565,2172.7857783602362
4.69,2172.9802818522667
4.7235000000000005,2173.16691652074
4.757,2173.3460010604867
4.7905,2173.517841229469
4.824,2173.6827303777445
4.8575,2173.8409499533877
4.891,2173.992769986972
4.9245,2174.1384495552993
4.958,2174.278237229105
4.9915,2174.4123714986017
